full_name;age;birthday;birthday_GMT;league;season;position;Current_club;minutes_played_overall;minutes_played_home;minutes_played_away;nationality;appearances_overall;appearances_home;appearances_away;goals_overall;goals_home;goals_away;assists_overall;assists_home;assists_away;penalty_goals;penalty_misses;clean_sheets_overall;clean_sheets_home;clean_sheets_away;conceded_overall;conceded_home;conceded_away;yellow_cards_overall;red_cards_overall;goals_involved_per_90_overall;assists_per_90.00_overall;goals_per_90.00_overall;goals_per_90.00_home;goals_per_90.00_away;min_per_goal_overall;conceded_per_90.00_overall;min_per_conceded_overall;min_per_match;min_per_card_overall;min_per_assist_overall;cards_per_90.00_overall;rank_in_league_top_attackers;rank_in_league_top_midfielders;rank_in_league_top_defenders;rank_in_club_top_scorer;average_rating_overall;assists_per_game_overall;penalties_won_total_overall;shirt_number;annual_salary_gbp;annual_salary_usd
Gaston Benedetti Taffarel;22;985852800;29/3/2001;Primera Division;2023;Defender;Estudiantes;1542;888;654;Argentina;18;10;8;2;2;0;1;1;0;0;0;9;7;2;12;4;8;7;0;0.18;0.06;0.12;0.2;0.00;771;0.7;129;86;220;1542;0.41;163;215;32;7;0.00;0.00;0;13;0;0
Gaston aaudio irvalan;34;606643200;23/3/1989;Primera Division;2023;Defender;Union Santa Fe;2496;1260;1236;Argentina;28;14;14;0;0;0;1;0;1;0;0;13;7;6;18;10;8;8;0;0.04;0.04;0.00;0.00;0.00;0;0.65;139;89;312;2496;0.29;373;283;24;28;7.00;0.04;0;3;0;0
Gaston imas;25;897721200;13/6/1998;Primera Division;2023;Midfielder;Union Santa Fe;67;0;67;Argentina;3;1;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;22;0;0;0.00;-1;-1;-1;12;4.34;0.00;0;21;0;0
Gaston Gomez;27;825926400;4/3/1996;Primera Division;2023;Goalkeeper;Velez Sarsfield;854;494;360;Argentina;10;6;4;0;0;0;0;0;0;0;0;4;4;0;10;3;7;0;0;0.00;0.00;0.00;0.00;0.00;0;1.05;85;85;0;0;0.00;355;354;157;20;6.80;0.00;0;1;0;0
Gaston Matias ompi;32;670924800;6/4/1991;Primera Division;2023;Defender;San Lorenzo;942;359;583;Argentina;17;6;11;0;0;0;0;0;0;0;0;7;4;3;9;3;6;5;0;0.00;0.00;0.00;0.00;0.00;0;0.86;105;55;188;0;0.48;484;482;79;23;6.31;0.00;0;22;0;0
Gaston Pedernera;22;971074800;9/10/2000;Primera Division;2023;Midfielder;Godoy Cruz;44;0;44;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0.00;0.00;0.00;0.00;0.00;0;2.05;44;44;44;0;2.05;-1;-1;-1;21;6.22;0.00;0;34;0;0
Gaston Ramirez;32;660124800;2/12/1990;Primera Division;2023;Midfielder;San Lorenzo;19;2;17;Uruguay;2;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;4.74;4.74;0.00;0.00;0.00;0;4.74;19;10;0;19;0.00;-1;-1;-1;30;0.00;0.5;0;20;0;0
Gaston Sauro;33;635760000;23/2/1990;Primera Division;2023;Defender;Huracan;761;229;532;Argentina;11;5;6;0;0;0;0;0;0;0;0;1;0;1;11;3;8;5;1;0.00;0.00;0.00;0.00;0.00;0;1.3;69;69;152;0;0.59;485;494;213;29;6.62;0.00;0;18;0;0
Gaston Suso;32;668764800;12/3/1991;Primera Division;2023;Defender;Platense;1201;630;571;Argentina;16;8;8;1;1;0;0;0;0;0;0;5;3;2;20;9;11;8;0;0.07;0.00;0.07;0.14;0.00;1201;1.5;60;75;150;0;0.6;236;575;230;15;6.46;0.00;0;6;0;0
Gaston Veron;22;988009200;23/4/2001;Primera Division;2023;Forward;Argentinos Juniors;1356;719;637;Argentina;26;12;14;0;0;0;0;0;0;0;0;12;6;6;10;5;5;7;1;0.00;0.00;0.00;0.00;0.00;0;0.66;136;52;194;0;0.46;469;468;-1;25;6.80;0.00;2;10;0;0
Genaro Ariel Rossi;21;1013068800;7/2/2002;Primera Division;2023;Forward;Newell's Old Boys;58;0;58;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0.00;0.00;0.00;0.00;0.00;0;1.55;58;58;0;0;0.00;-1;-1;-1;27;0.00;0.00;0;24;0;0
German Andres inti;29;770626800;3/6/1994;Primera Division;2023;Defender;Colon;21;0;21;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0.00;0.00;0.00;0.00;0.00;0;4.29;21;21;21;0;4.29;-1;-1;-1;34;6.45;0.00;0;2;0;0
German Guiffrey;25;883555200;31/12/1997;Primera Division;2023;Defender;Gimnasia La Plata;239;149;90;Argentina;3;2;1;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0.00;0.00;0.00;0.00;0.00;0;1.13;80;80;0;0;0.00;-1;-1;-1;20;6.92;0.00;0;24;0;0
Geronimo Rivera;20;1061190000;18/8/2003;Primera Division;2023;Midfielder;Banfield;151;108;43;Argentina;10;5;5;1;0;1;1;1;0;0;0;6;4;2;3;0;3;3;0;1.19;0.6;0.6;0.00;2.09;151;1.79;50;15;50;151;1.79;-1;-1;-1;11;0.00;0.00;0;46;0;0
Geronimo Tomasetti;23;958114800;12/5/2000;Primera Division;2023;Midfielder;Belgrano;49;0;49;Argentina;5;1;4;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;10;0;0;0.00;-1;-1;-1;31;5.08;0.00;0;31;0;0
Gian Nardelli;23;952761600;11/3/2000;Primera Division;2023;Defender;Colon;1243;587;656;Argentina;17;9;8;0;0;0;0;0;0;0;0;7;4;3;12;6;6;2;1;0.00;0.00;0.00;0.00;0.00;0;0.87;104;73;622;0;0.14;606;597;85;26;6.22;0.00;0;36;0;0
Gianluo Ferrari;26;867654000;30/6/1997;Primera Division;2023;Defender;Godoy Cruz;224;90;134;Argentina;3;1;2;0;0;0;1;0;1;0;0;2;1;1;0;0;0;0;0;0.4;0.4;0.00;0.00;0.00;0;0.00;0;75;0;224;0.00;-1;-1;-1;25;7.26;0.33;0;22;0;0
Gianluo Prestianni Gross;17;1138694400;31/1/2006;Primera Division;2023;Forward;Velez Sarsfield;1467;854;613;Argentina;26;14;12;2;1;1;0;0;0;0;0;10;8;2;9;4;5;4;0;0.12;0.00;0.12;0.11;0.15;734;0.55;163;56;367;0;0.25;162;313;-1;5;0.00;0.00;0;42;0;0
Gino Infantino;20;1053327600;19/5/2003;Primera Division;2023;Midfielder;Rosario Central;803;397;406;Argentina;17;11;6;1;0;1;1;1;0;0;0;5;4;1;15;4;11;2;0;0.22;0.11;0.11;0.00;0.22;803;1.68;54;47;402;803;0.22;174;139;-1;9;6.14;0.06;0;19;0;0
Giovanni Emmanuel Bogado Duarte;21;1000623600;16/9/2001;Primera Division;2023;Midfielder;Rosario Central;16;0;16;Paraguay;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0.00;0.00;0.00;0.00;0.00;0;5.63;16;16;0;0;0.00;-1;-1;-1;29;6.51;0.00;0;23;0;0
Giuliano orato;25;898326000;20/6/1998;Primera Division;2023;Defender;Instituto;1529;685;844;Argentina;20;10;10;0;0;0;0;0;0;0;0;6;4;2;23;7;16;7;0;0.00;0.00;0.00;0.00;0.00;0;1.35;66;76;218;0;0.41;593;587;222;27;0.00;0.00;0;4;0;0
Gonzalo Agustin Piñeiro;22;970556400;3/10/2000;Primera Division;2023;Midfielder;Estudiantes;8;0;8;Argentina;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;8;0;0;0.00;-1;-1;-1;25;0.00;0.00;0;23;0;0
Gonzalo Agustin Sandez;22;979632000;16/1/2001;Primera Division;2023;Defender;Rosario Central;467;292;175;Argentina;11;6;5;0;0;0;0;0;0;0;0;4;3;1;5;3;2;2;0;0.00;0.00;0.00;0.00;0.00;0;0.96;93;42;234;0;0.39;547;556;117;18;0.00;0.00;0;3;0;0
Gonzalo Alves;19;1069574400;23/11/2003;Primera Division;2023;Midfielder;Central Cordoba SdE;256;151;105;Argentina;11;7;4;0;0;0;1;1;0;0;0;5;4;1;5;4;1;0;0;0.35;0.35;0.00;0.00;0.00;0;1.76;51;23;0;256;0.00;-1;-1;-1;13;0.00;0.00;0;20;0;0
Gonzalo Asis;27;828000000;28/3/1996;Primera Division;2023;Defender;Platense;433;270;163;Argentina;6;3;3;0;0;0;0;0;0;0;0;1;1;0;6;5;1;1;0;0.00;0.00;0.00;0.00;0.00;0;1.25;72;72;433;0;0.21;568;568;203;20;6.74;0.00;0;22;0;0
Gonzalo Bettini;30;717490800;26/9/1992;Primera Division;2023;Defender;Sarmiento;2087;1080;1007;Argentina;25;13;12;1;1;0;0;0;0;0;0;11;6;5;21;11;10;5;0;0.04;0.00;0.04;0.08;0.00;2087;0.91;99;83;417;0;0.22;286;405;99;7;6.88;0.00;0;25;0;0
Gonzalo Damian Abrego;23;947232000;7/1/2000;Primera Division;2023;Midfielder;Godoy Cruz;2145;1106;1039;Argentina;26;13;13;3;2;1;1;1;0;0;0;8;5;3;26;12;14;2;0;0.17;0.04;0.13;0.16;0.09;715;1.09;83;83;1073;2145;0.08;153;264;-1;6;6.79;0.04;0;32;0;0
Gonzalo Emanuel Musoa;23;947404800;9/1/2000;Primera Division;2023;Midfielder;Arsenal de Sarandi;1407;749;658;Argentina;22;13;9;0;0;0;0;0;0;0;0;5;3;2;20;13;7;3;0;0.00;0.00;0.00;0.00;0.00;0;1.28;70;64;469;0;0.19;428;427;-1;21;0.00;0.00;0;18;0;0
Gonzalo Esodero;16;1175410800;1/4/2007;Primera Division;2023;Defender;Racing Club;2;0;2;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;2;0;0;0.00;-1;-1;-1;24;0.00;0.00;0;43;0;0
Gonzalo Javier Morales;20;1049356800;3/4/2003;Primera Division;2023;Forward;Union Santa Fe;253;174;79;Argentina;4;3;1;4;2;2;0;0;0;0;0;0;0;0;3;2;1;0;0;1.42;0.00;1.42;1.03;2.28;63;1.07;84;63;0;0;0.00;-1;-1;-1;2;0.00;0.00;0;28;0;0
Gonzalo Joaquin Gonzalez;20;1050390000;15/4/2003;Primera Division;2023;Defender;Gimnasia La Plata;54;54;0;Argentina;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;54;0;0;0.00;-1;-1;-1;13;0.00;0.00;0;41;0;0
Gonzalo Jorge Alberto Silva;24;931762800;12/7/1999;Primera Division;2023;Midfielder;Colon;55;11;44;Argentina;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;28;0;0;0.00;-1;-1;-1;27;0.00;0.00;0;8;0;0
Gonzalo Lujan Melli;22;988354800;27/4/2001;Primera Division;2023;Defender;San Lorenzo;1245;616;629;Argentina;24;11;13;0;0;0;0;0;0;0;0;14;10;4;9;2;7;0;0;0.00;0.00;0.00;0.00;0.00;0;0.65;138;52;0;0;0.00;491;489;21;29;6.69;0.00;0;35;0;0
Gonzalo Marinelli;34;602841600;7/2/1989;Primera Division;2023;Goalkeeper;Tigre;2250;1080;1170;Argentina;25;12;13;0;0;0;0;0;0;0;0;6;3;3;24;11;13;1;0;0.00;0.00;0.00;0.00;0.00;0;0.96;94;90;2250;0;0.04;450;448;118;18;6.95;0.00;0;23;0;0
Gonzalo Maroni;24;921744000;18/3/1999;Primera Division;2023;Midfielder;San Lorenzo;627;183;444;Argentina;15;6;9;1;0;1;2;0;2;0;0;7;4;3;5;4;1;1;0;0.43;0.29;0.14;0.00;0.2;627;0.72;125;42;627;314;0.14;143;18;-1;8;6.32;0.13;0;8;0;0
Gonzalo Nahuel Flores;21;1014364800;22/2/2002;Primera Division;2023;Forward;Tigre;402;203;199;Argentina;14;7;7;0;0;0;0;0;0;0;0;5;3;2;3;2;1;0;0;0.00;0.00;0.00;0.00;0.00;0;0.67;134;29;0;0;0.00;308;307;-1;13;6.18;0.00;0;22;0;0
Gonzalo Pablo ostellani;36;555577200;10/8/1987;Primera Division;2023;Midfielder;Defensa y Justicia;312;139;173;Argentina;10;6;4;0;0;0;0;0;0;0;0;6;4;2;2;1;1;2;1;0.00;0.00;0.00;0.00;0.00;0;0.58;156;31;156;0;0.58;351;345;-1;28;5.94;0.00;0;30;0;0
Gonzalo Ruben Piovi;28;779007600;8/9/1994;Primera Division;2023;Defender;Racing Club;1691;940;751;Argentina;20;11;9;5;4;1;1;1;0;3;0;6;3;3;16;8;8;6;1;0.32;0.05;0.27;0.38;0.12;338;0.85;106;85;242;1691;0.37;59;235;75;3;7.10;0.05;0;33;0;0
Gonzalo Valdivia;22;986454000;5/4/2001;Primera Division;2023;Defender;Platense;225;122;103;Argentina;7;3;4;1;1;0;0;0;0;0;0;3;2;1;3;0;3;1;0;0.4;0.00;0.4;0.74;0.00;225;1.2;75;32;225;0;0.4;-1;-1;-1;14;5.44;0.00;0;40;0;0
Gregorio Rodriguez;23;948096000;17/1/2000;Primera Division;2023;Midfielder;Instituto;90;38;52;Argentina;10;5;5;0;0;0;0;0;0;0;0;4;3;1;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;9;90;0;1;-1;-1;-1;21;0.00;0.00;0;7;0;0
Guido Herrera;31;699350400;29/2/1992;Primera Division;2023;Goalkeeper;Talleres Cordoba;2700;1350;1350;Argentina;30;15;15;0;0;0;0;0;0;0;0;11;6;5;26;11;15;2;0;0.00;0.00;0.00;0.00;0.00;0;0.87;104;90;1350;0;0.07;427;426;84;13;7.10;0.00;0;22;0;0
Guido Mainero;28;795945600;23/3/1995;Primera Division;2023;Midfielder;Sarmiento;456;246;210;Argentina;8;3;5;0;0;0;0;0;0;0;0;3;3;0;3;0;3;1;1;0.00;0.00;0.00;0.00;0.00;0;0.59;152;57;228;0;0.39;343;321;-1;17;6.59;0.00;0;8;0;0
Guido Marolo orrillo;32;675154800;25/5/1991;Primera Division;2023;Forward;Estudiantes;758;366;392;Argentina;17;10;7;1;1;0;0;0;0;0;0;7;4;3;8;3;5;1;0;0.12;0.00;0.12;0.25;0.00;758;0.95;95;45;758;0;0.12;159;400;-1;10;7.34;0.00;0;9;0;0
Guido Villar;28;792835200;15/2/1995;Primera Division;2023;Goalkeeper;Barracas Central;508;180;328;Argentina;6;2;4;0;0;0;0;0;0;0;0;1;1;0;12;1;11;1;0;0.00;0.00;0.00;0.00;0.00;0;2.13;42;85;508;0;0.18;307;302;238;18;6.56;0.00;0;22;0;0
Guillermo Balzi;22;995871600;23/7/2001;Primera Division;2023;Midfielder;Newell's Old Boys;254;90;164;Argentina;5;1;4;0;0;0;0;0;0;0;0;1;0;1;3;1;2;0;0;0.00;0.00;0.00;0.00;0.00;0;1.06;85;51;0;0;0.00;-1;-1;-1;28;0.00;0.00;0;47;0;0
Guillermo Enrique;23;951379200;24/2/2000;Primera Division;2023;Defender;Gimnasia La Plata;1253;469;784;Argentina;18;7;11;1;0;1;1;1;0;0;0;5;3;2;18;5;13;3;1;0.14;0.07;0.07;0.00;0.11;1253;1.29;70;70;313;1253;0.29;234;201;212;12;6.00;0.06;0;6;0;0
Guillermo Fabian Pereira;29;758707200;16/1/1994;Primera Division;2023;Midfielder;Belgrano;513;203;310;Argentina;16;8;8;1;1;0;0;0;0;0;0;5;3;2;7;3;4;3;0;0.18;0.00;0.18;0.44;0.00;513;1.23;73;32;171;0;0.53;112;531;-1;8;6.22;0.00;0;23;0;0
Guillermo Federii Gonzalvez;20;1046851200;5/3/2003;Primera Division;2023;Midfielder;Colon;13;0;13;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;13;0;0;0.00;-1;-1;-1;17;6.45;0.00;0;45;0;0
Guillermo Gaston Aista;34;594288000;31/10/1988;Primera Division;2023;Midfielder;Atletico Tucuman;2025;1014;1011;Argentina;27;13;14;0;0;0;2;2;0;0;0;10;5;5;22;9;13;7;1;0.09;0.09;0.00;0.00;0.00;0;0.98;92;75;253;1013;0.36;536;177;-1;23;6.79;0.07;0;8;0;0
Guillermo Luis Ortiz;31;713343600;9/8/1992;Primera Division;2023;Defender;Newell's Old Boys;1208;396;812;Argentina;16;6;10;1;1;0;0;0;0;0;0;7;4;3;13;3;10;3;0;0.07;0.00;0.07;0.23;0.00;1208;0.97;93;76;403;0;0.22;230;572;127;8;6.55;0.00;0;42;0;0
Guillermo Matias Fernandez;31;687164400;11/10/1991;Primera Division;2023;Midfielder;Boca Juniors;1784;908;876;Argentina;23;12;11;2;1;1;2;1;1;0;0;8;5;3;18;7;11;10;0;0.2;0.1;0.1;0.1;0.1;892;0.91;99;78;178;892;0.5;195;160;-1;10;7.01;0.09;0;8;0;0
Guillermo Soto;29;758188800;10/1/1994;Primera Division;2023;Defender;Huracan;1751;935;816;Chile;21;11;10;0;0;0;0;0;0;0;0;7;4;3;20;10;10;2;0;0.00;0.00;0.00;0.00;0.00;0;1.03;88;83;876;0;0.1;504;503;147;36;6.93;0.00;0;12;0;0
Gustavo Damian onto;29;762163200;25/2/1994;Primera Division;2023;Defender;Central Cordoba SdE;2356;1170;1186;Argentina;27;13;14;0;0;0;0;0;0;0;0;7;5;2;32;12;20;8;0;0.00;0.00;0.00;0.00;0.00;0;1.22;74;87;295;0;0.31;438;436;198;28;6.92;0.00;0;29;0;0
Harrinson Manolla Mulato;31;693388800;22/12/1991;Primera Division;2023;Midfielder;Sarmiento;186;99;87;Colombia;9;5;4;0;0;0;0;0;0;0;0;5;2;3;1;0;1;3;1;0.00;0.00;0.00;0.00;0.00;0;0.48;186;21;47;0;1.94;-1;-1;-1;30;6.42;0.00;0;31;0;0
Heoor David Martinez;25;885369600;21/1/1998;Primera Division;2023;Defender;River Plate;18;7;11;Argentina;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0.00;0.00;0.00;0.00;0.00;0;5;18;9;0;0;0.00;-1;-1;-1;16;6.43;0.00;0;6;0;0
Heoor Fertoli;28;786441600;3/12/1994;Primera Division;2023;Forward;Huracan;363;155;208;Argentina;9;4;5;0;0;0;1;0;1;0;0;4;2;2;4;1;3;2;0;0.25;0.25;0.00;0.00;0.00;0;0.99;91;40;182;363;0.5;524;30;-1;16;6.85;0.11;0;24;0;0
Heoor Jonas Aovedo;26;855216000;6/2/1997;Primera Division;2023;Midfielder;Instituto;972;586;386;Argentina;18;10;8;0;0;0;1;1;0;0;0;8;4;4;10;6;4;3;0;0.09;0.09;0.00;0.00;0.00;0;0.93;97;54;324;972;0.28;501;170;-1;12;6.43;0.06;0;30;0;0
Hernan De La Fuente;26;852624000;7/1/1997;Primera Division;2023;Defender;Atletico Tucuman;832;366;466;Argentina;13;6;7;0;0;0;0;0;0;0;0;4;2;2;13;5;8;2;0;0.00;0.00;0.00;0.00;0.00;0;1.41;64;64;416;0;0.22;546;547;225;24;7.16;0.00;0;4;0;0
Hernan Lopez Muñoz;22;968310000;7/9/2000;Primera Division;2023;Midfielder;Godoy Cruz;1705;893;812;Argentina;23;13;10;4;4;0;3;0;3;0;0;7;5;2;22;11;11;7;0;0.37;0.16;0.21;0.4;0.00;426;1.16;78;74;244;568;0.37;91;83;-1;4;7.06;0.13;0;8;0;0
Horaoo Gabriel Tijanovio;27;825494400;28/2/1996;Primera Division;2023;Forward;Banfield;130;26;104;Argentina;6;3;3;0;0;0;0;0;0;0;0;3;3;0;4;0;4;1;0;0.00;0.00;0.00;0.00;0.00;0;2.77;33;22;130;0;0.69;-1;-1;-1;20;5.39;0.00;0;11;0;0
Ibrahim Hesar;29;753350400;15/11/1993;Primera Division;2023;Forward;Belgrano;522;291;231;Argentina;16;8;8;0;0;0;0;0;0;0;0;9;5;4;4;1;3;2;0;0.00;0.00;0.00;0.00;0.00;0;0.69;131;33;261;0;0.34;512;510;-1;27;6.25;0.00;0;11;0;0
Ignaoo Agustin Rodriguez;21;1014364800;22/2/2002;Primera Division;2023;Midfielder;Banfield;988;463;525;Argentina;21;11;10;0;0;0;0;0;0;0;0;10;8;2;8;2;6;1;0;0.00;0.00;0.00;0.00;0.00;0;0.73;124;47;988;0;0.09;350;373;-1;33;6.23;0.00;1;20;0;0
Ignaoo Franosi oio;27;836118000;30/6/1996;Primera Division;2023;Goalkeeper;Colon;2700;1350;1350;Argentina;30;15;15;0;0;0;0;0;0;0;0;9;5;4;32;18;14;2;0;0.00;0.00;0.00;0.00;0.00;0;1.07;84;90;1350;0;0.07;562;584;165;28;6.93;0.00;0;17;0;0
Ignaoo Galvan;20;1031295600;6/9/2002;Primera Division;2023;Defender;Racing Club;127;0;127;Argentina;3;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0.00;0.00;0.00;0.00;0.00;0;0.71;127;42;0;0;0.00;-1;-1;-1;21;6.50;0.00;0;47;0;0
Ignaoo Gariglio;24;914140800;20/12/1998;Primera Division;2023;Defender;Arsenal de Sarandi;785;427;358;Argentina;12;7;5;0;0;0;0;0;0;0;0;1;0;1;11;7;4;5;0;0.00;0.00;0.00;0.00;0.00;0;1.26;71;65;157;0;0.57;431;455;208;26;6.03;0.00;0;2;0;0
Ignaoo Maestro Puo;20;1060758000;13/8/2003;Primera Division;2023;Midfielder;Atletico Tucuman;383;218;165;Argentina;19;11;8;0;0;0;0;0;0;0;0;6;4;2;5;4;1;1;1;0.00;0.00;0.00;0.00;0.00;0;1.17;77;20;192;0;0.47;387;387;-1;15;0.00;0.00;0;9;0;0
Ignaoo Maurioo Jesus Aro;31;702716400;8/4/1992;Primera Division;2023;Goalkeeper;Platense;450;270;180;Argentina;5;3;2;0;0;0;0;0;0;0;0;0;0;0;11;7;4;0;0;0.00;0.00;0.00;0.00;0.00;0;2.2;41;90;0;0;0.00;573;576;239;30;6.43;0.00;0;17;0;0
Ignaoo Miramon;20;1055401200;12/6/2003;Primera Division;2023;Midfielder;Gimnasia La Plata;1694;900;794;Argentina;21;10;11;0;0;0;0;0;0;0;0;5;2;3;25;10;15;10;1;0.00;0.00;0.00;0.00;0.00;0;1.33;68;81;154;0;0.58;391;395;-1;35;0.00;0.00;0;5;0;0
Ignaoo Pussetto;27;819532800;21/12/1995;Primera Division;2023;Midfielder;Huracan;30;30;0;Argentina;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;30;0;0;0.00;-1;-1;-1;20;6.64;0.00;0;7;0;0
Ignaoo Soor;23;965372400;4/8/2000;Primera Division;2023;Midfielder;Newell's Old Boys;548;211;337;Argentina;22;10;12;0;0;0;1;0;1;0;0;10;7;3;2;0;2;2;0;0.16;0.16;0.00;0.00;0.00;0;0.33;274;25;274;548;0.33;335;84;-1;14;6.47;0.05;1;7;0;0
Ignaoo Vazquez;26;866358000;15/6/1997;Primera Division;2023;Defender;Platense;1874;858;1016;Argentina;25;13;12;0;0;0;1;1;0;0;0;10;7;3;17;4;13;3;0;0.05;0.05;0.00;0.00;0.00;0;0.82;110;75;625;1874;0.14;570;241;65;25;6.92;0.04;0;13;0;0
Ijiel osar Protti;28;791539200;31/1/1995;Primera Division;2023;Forward;Tigre;3;0;3;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;3;3;0;30;-1;-1;-1;22;6.60;0.00;0;9;0;0
Imanol Maouo;23;947923200;15/1/2000;Primera Division;2023;Midfielder;Union Santa Fe;1871;857;1014;Argentina;22;10;12;4;3;1;1;1;0;0;0;10;5;5;14;8;6;5;1;0.24;0.05;0.19;0.32;0.09;468;0.67;134;85;312;1871;0.29;105;240;-1;1;7.05;0.05;0;39;0;0
Ismael irtez;21;1009872000;1/1/2002;Primera Division;2023;Midfielder;Rosario Central;498;324;174;Argentina;13;8;5;0;0;0;0;0;0;0;0;7;4;3;2;2;0;2;0;0.00;0.00;0.00;0.00;0.00;0;0.36;249;38;249;0;0.36;476;476;-1;22;0.00;0.00;0;26;0;0
Ivan Alexis Pillud;37;514713600;24/4/1986;Primera Division;2023;Defender;Racing Club;576;277;299;Argentina;11;5;6;1;1;0;1;1;0;0;0;1;1;0;8;5;3;1;0;0.31;0.16;0.16;0.32;0.00;576;1.25;72;52;576;576;0.16;130;80;205;12;6.80;0.09;0;4;0;0
Ivan Glavinovio;21;1004166000;27/10/2001;Primera Division;2023;Defender;Newell's Old Boys;270;270;0;Argentina;3;3;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.33;270;90;0;0;0.00;-1;-1;-1;32;0.00;0.00;0;37;0;0
Ivan Gomez;26;857116800;28/2/1997;Primera Division;2023;Defender;Newell's Old Boys;2030;1143;887;Argentina;26;14;12;0;0;0;2;2;0;0;0;12;10;2;18;3;15;4;0;0.09;0.09;0.00;0.00;0.00;0;0.8;113;78;508;1015;0.18;564;162;54;29;7.10;0.08;0;7;0;0
Ivan Jose Marine;33;644396400;3/6/1990;Primera Division;2023;Midfielder;Independiente;2087;1026;1061;Argentina;25;12;13;0;0;0;0;0;0;0;0;8;3;5;22;13;9;6;1;0.00;0.00;0.00;0.00;0.00;0;0.95;95;83;298;0;0.3;417;416;-1;31;6.78;0.00;0;23;0;0
Ivan Leguizamon;21;1025679600;3/7/2002;Primera Division;2023;Midfielder;San Lorenzo;1508;846;662;Argentina;28;15;13;2;0;2;0;0;0;0;0;17;13;4;9;3;6;2;0;0.12;0.00;0.12;0.00;0.27;754;0.54;168;54;754;0;0.12;167;487;-1;4;6.72;0.00;0;41;0;0
Ivan Ortigoza;28;794044800;1/3/1995;Primera Division;2023;Forward;Belgrano;400;184;216;Argentina;11;4;7;0;0;0;0;0;0;0;0;4;2;2;5;2;3;2;0;0.00;0.00;0.00;0.00;0.00;0;1.13;80;36;200;0;0.45;342;331;-1;12;6.01;0.00;1;33;0;0
Ivan Ramirez;33;635760000;23/2/1990;Primera Division;2023;Midfielder;Belgrano;133;95;38;Argentina;7;5;2;0;0;0;0;0;0;0;0;4;2;2;2;2;0;1;0;0.00;0.00;0.00;0.00;0.00;0;1.35;67;19;133;0;0.68;-1;-1;-1;30;6.46;0.00;0;16;0;0
Ivan Rossi;29;752140800;1/11/1993;Primera Division;2023;Midfielder;Platense;1479;691;788;Argentina;20;9;11;0;0;0;0;0;0;0;0;7;5;2;21;8;13;2;0;0.00;0.00;0.00;0.00;0.00;0;1.28;70;74;740;0;0.12;322;296;-1;16;6.84;0.00;0;15;0;0
Ivan Tapia;24;911808000;23/11/1998;Primera Division;2023;Midfielder;Barracas Central;2684;1343;1341;Argentina;30;15;15;4;2;2;6;5;1;3;0;11;7;4;36;12;24;4;0;0.34;0.2;0.13;0.13;0.13;671;1.21;75;89;671;447;0.13;154;55;-1;3;6.92;0.2;0;10;0;0
Ivo Mammini;20;1050390000;15/4/2003;Primera Division;2023;Forward;Gimnasia La Plata;653;238;415;Argentina;18;7;11;2;1;1;0;0;0;0;0;4;3;1;10;3;7;0;0;0.28;0.00;0.28;0.38;0.22;327;1.38;65;36;0;0;0.00;54;350;-1;3;0.00;0.00;0;29;0;0
Jalil Juan Jose Elias;27;830415600;25/4/1996;Primera Division;2023;Midfielder;San Lorenzo;2357;1260;1097;Argentina;28;14;14;2;0;2;1;1;0;0;0;16;12;4;14;4;10;5;0;0.11;0.04;0.08;0.00;0.16;1179;0.53;168;84;471;2357;0.19;218;288;-1;5;7.01;0.04;0;5;0;0
